skillsCount,projectsCount,internshipCount,certificationCount,metricsCount,githubPresent,linkedinPresent,awsPresent,dockerPresent,redisPresent,score
17,0,1,1,0,1,0,1,1,0,57
6,2,1,5,7,0,0,1,0,0,67
13,0,2,4,7,0,1,1,0,1,84
17,0,1,1,4,1,1,1,1,0,71
18,1,0,0,6,1,1,0,0,0,64
11,3,2,0,2,0,1,1,0,1,72
16,3,0,4,0,0,0,1,0,0,59
4,4,1,1,4,1,0,0,1,1,62
8,2,1,3,9,1,1,0,1,0,78
3,5,2,2,8,0,0,1,1,0,87
12,2,2,1,8,1,0,1,1,1,94
18,1,0,4,6,1,1,0,1,0,76
5,5,1,1,3,0,0,1,1,1,67
18,1,0,4,9,1,1,1,1,0,89
3,1,2,2,0,1,1,0,1,0,44
9,2,0,5,7,1,0,1,0,1,69
16,2,0,2,9,0,0,1,1,0,81
14,0,1,0,10,0,0,0,1,0,72
15,4,2,3,6,1,0,1,1,0,100
16,0,1,5,9,0,1,1,1,0,89
9,0,1,2,3,1,1,1,0,0,50
11,4,0,5,6,0,0,1,1,1,81
2,3,0,1,1,1,0,0,1,0,31
19,1,2,4,10,1,1,1,0,1,100
11,1,0,3,6,1,1,1,0,0,60
15,5,2,3,10,0,0,0,0,1,100
4,4,0,1,3,1,1,0,0,1,47
5,5,2,5,9,0,0,1,1,0,100
5,4,2,3,3,0,0,1,0,1,72
5,2,2,3,3,0,1,0,1,1,64
16,1,0,5,3,1,0,0,0,1,62
13,2,1,5,3,1,1,1,0,1,77
9,2,2,5,5,1,0,0,0,1,79
9,3,1,1,4,1,0,1,0,0,64
4,4,1,4,9,0,1,0,0,1,78
19,1,1,2,8,0,0,0,0,0,81
2,2,1,1,1,1,1,0,1,1,41
16,5,2,4,10,1,0,0,0,0,100
4,1,2,1,0,0,0,1,1,0,43
15,3,0,1,6,1,1,1,1,1,81
19,1,2,1,10,0,0,0,1,0,99
10,2,0,5,1,0,1,1,1,1,56
20,5,0,4,9,1,1,1,0,0,100
9,5,1,4,5,1,0,1,0,1,86
18,2,2,0,1,1,1,0,1,1,81
8,0,1,0,9,1,0,1,1,1,67
7,3,1,0,2,1,1,1,1,0,58
2,0,1,1,4,1,1,0,0,1,36
10,5,1,4,1,1,1,1,1,1,82
12,5,1,3,3,1,1,0,1,0,83
4,0,0,4,3,1,1,1,0,0,34
13,2,2,4,3,0,1,0,1,0,79
14,5,0,4,6,1,0,0,1,1,89
15,3,0,0,5,0,1,1,0,0,66
20,2,1,2,0,0,0,0,0,1,67
19,5,1,5,6,1,1,0,0,1,100
3,4,0,4,5,0,0,0,1,1,56
13,4,2,0,7,0,0,1,1,0,95
11,5,2,4,5,1,1,0,1,1,100
3,0,2,1,4,0,0,0,1,0,44
20,5,0,2,0,0,1,0,0,0,71
12,3,0,3,8,0,1,0,1,0,75
6,2,0,2,8,1,1,1,0,0,59
13,5,2,2,7,1,1,1,1,1,100
19,1,2,2,8,1,1,0,1,0,100
19,3,2,5,10,1,1,0,0,1,100
2,2,2,5,3,1,0,1,1,0,64
3,2,1,2,6,0,1,0,1,1,57
6,5,2,2,4,0,1,0,1,1,82
13,0,0,5,5,0,1,1,1,0,61
17,5,1,2,5,0,0,0,0,1,91
11,0,1,0,5,0,0,0,1,1,54
14,2,1,3,0,0,1,1,1,1,67
13,5,0,2,5,1,0,0,0,1,76
20,1,1,0,9,0,1,0,1,0,88
9,1,1,0,6,1,0,1,1,0,62
20,0,0,3,4,1,1,1,0,1,70
11,5,1,3,0,0,1,1,0,0,69
3,4,2,3,1,1,0,0,0,1,61
14,0,1,3,2,0,0,0,0,1,53
5,0,2,5,9,1,0,0,1,1,77
11,1,1,3,1,1,0,0,0,0,49
1,1,1,1,5,1,1,1,1,1,50
19,4,1,5,4,1,0,1,0,1,100
5,3,1,5,10,0,0,1,0,1,82
1,2,1,4,1,1,0,0,1,1,43
18,2,2,2,1,1,1,0,1,0,82
12,2,2,1,10,1,0,1,1,0,97
2,4,1,1,5,1,0,0,0,0,54
16,5,2,3,2,0,0,0,1,0,93
5,4,1,4,10,1,0,0,1,0,85
7,4,2,2,2,1,1,0,0,0,69
6,3,2,5,2,0,1,1,0,1,72
20,3,2,4,2,0,1,0,1,0,95
3,0,1,4,4,0,0,0,0,1,39
2,0,1,0,4,1,0,1,0,1,36
14,0,0,1,8,0,1,1,1,1,67
14,0,0,2,5,0,0,0,0,1,50
13,2,1,3,1,0,1,0,0,1,60
19,2,2,0,7,1,1,1,0,1,100
14,0,1,2,9,1,1,1,1,1,85
7,5,0,4,4,0,1,1,1,0,69
18,1,1,4,1,0,0,1,0,0,66
18,0,2,2,2,0,0,0,1,1,73
14,5,0,3,7,0,0,0,0,0,80
19,1,2,3,10,0,0,1,0,1,100
17,4,1,2,1,0,0,1,1,1,82
13,5,2,3,5,1,1,1,1,0,100
13,5,2,5,4,1,1,0,0,0,98
1,5,2,2,6,0,0,0,1,1,76
13,2,1,0,4,0,0,0,0,0,58
12,1,2,2,9,0,1,1,1,0,90
6,2,0,4,8,0,0,1,1,1,65
13,4,0,3,4,1,0,1,0,1,74
9,1,0,1,1,0,1,0,0,0,30
6,5,0,2,1,1,0,0,0,0,47
1,2,1,0,3,0,1,0,0,1,36
1,3,0,4,0,1,1,0,1,0,34
16,1,0,2,6,0,0,1,1,0,67
9,0,1,2,0,1,1,1,1,0,45
18,1,0,4,5,0,1,1,1,0,74
16,2,2,1,9,1,0,1,1,1,100
20,4,0,3,7,0,0,0,1,1,94
17,2,0,3,4,0,0,1,0,1,69
15,1,0,4,3,1,0,1,0,0,59
9,2,2,5,8,1,0,0,0,0,85
10,4,0,3,4,1,1,1,0,1,70
7,1,1,3,6,0,1,1,0,0,59
14,1,2,4,6,0,0,0,1,1,86
12,0,0,1,8,0,1,0,1,1,59
6,2,1,2,1,0,1,1,1,0,49
19,5,2,3,2,1,0,1,1,1,100
9,3,2,0,6,0,0,1,0,0,75
6,3,2,5,2,0,0,1,0,1,70
8,2,1,3,3,0,1,0,0,0,53
13,2,1,1,3,0,1,1,1,0,67
6,4,1,0,6,0,1,1,0,1,69
19,5,1,3,2,0,1,0,1,0,91
16,4,1,5,10,1,0,1,1,1,100
7,0,0,0,7,1,1,1,0,0,44
3,5,0,2,0,0,1,1,0,1,44
9,2,2,1,4,0,1,0,1,0,68
9,2,2,0,2,1,0,1,1,0,65
20,5,2,3,0,1,1,1,0,1,100
18,5,1,1,5,0,0,1,1,0,96
8,2,1,4,8,1,1,1,1,0,81
20,0,0,0,1,1,0,1,1,0,54
2,1,1,4,6,0,1,0,0,1,50
14,2,1,1,0,0,1,0,1,1,59
20,4,0,4,5,0,0,1,1,1,94
17,2,0,1,6,1,1,0,0,1,72
6,0,2,0,4,0,1,1,1,0,54
9,4,0,4,9,0,1,0,0,1,78
2,4,1,2,0,1,0,0,0,0,41
1,3,0,1,10,0,0,1,0,1,56
10,0,2,3,5,1,1,1,0,1,73
10,0,0,1,5,0,0,0,0,0,37
10,0,2,1,6,1,0,1,1,1,74
4,2,2,1,9,0,1,1,1,1,80
1,3,1,0,3,1,0,0,0,1,42
14,0,2,3,9,0,1,0,1,1,90
20,2,1,0,5,0,0,1,1,0,83
7,2,1,0,6,1,0,1,1,0,63
11,3,1,4,2,0,1,1,0,0,67
16,1,2,1,0,1,1,0,0,0,64
14,5,2,2,8,1,1,0,1,0,100
1,3,0,4,5,0,0,0,0,0,40
16,3,2,4,5,1,1,1,1,0,100
4,1,2,0,8,0,0,0,1,0,61
7,3,2,1,3,1,1,1,0,1,72
19,1,1,1,0,0,1,1,1,1,68
9,3,0,5,4,1,1,0,1,1,67
13,0,2,1,6,0,1,0,1,0,72
15,3,0,2,8,0,0,1,0,1,80
1,5,2,5,9,0,0,0,0,0,84
2,0,0,0,6,0,0,1,1,0,30
18,2,2,0,0,0,1,1,1,1,79
7,1,2,1,1,1,1,0,1,1,56
17,0,1,2,9,0,1,1,1,1,88
9,5,2,3,0,1,1,0,1,1,81
2,3,1,4,8,0,1,1,1,0,71
1,2,1,0,4,1,0,0,1,0,41
13,5,0,0,7,0,0,1,1,0,80
9,3,0,0,4,1,1,1,1,1,61
11,4,0,1,6,0,1,1,0,0,68
18,1,0,4,1,0,0,1,0,0,56
4,1,2,3,7,1,0,0,1,0,67
13,2,2,3,4,0,0,1,1,1,85
14,3,0,1,4,0,1,0,1,0,63
17,3,0,3,0,1,0,0,0,0,58
3,3,0,5,6,1,1,1,1,1,65
1,0,0,1,5,1,1,1,1,0,32
7,3,1,3,6,0,1,0,1,1,72
14,0,1,0,3,0,0,1,1,0,55
11,1,1,3,0,1,1,1,0,0,52
14,5,1,3,9,0,1,1,1,1,100
2,1,0,4,6,0,1,1,1,1,48
20,3,2,5,2,0,1,1,1,1,100
4,5,2,1,5,0,1,1,1,1,83
12,3,2,5,4,0,1,0,1,1,90
19,5,2,4,10,0,1,0,0,0,100
11,2,1,4,6,0,0,0,0,0,68
6,0,1,4,7,0,0,0,1,1,58
10,4,2,5,6,1,1,1,1,1,100
14,1,0,1,9,0,0,0,1,0,66
19,0,2,3,9,0,1,1,0,1,100
4,1,0,2,1,1,0,1,1,1,34
8,4,2,2,8,0,1,0,1,1,93
11,3,0,3,9,0,1,1,1,1,83
10,3,0,5,5,1,0,1,0,1,70
18,5,2,3,7,0,0,0,0,1,100
6,5,1,4,5,1,1,0,1,1,82
6,0,2,1,5,1,0,1,1,1,63
6,4,0,5,6,1,0,0,1,1,70
20,3,1,2,9,1,0,1,1,1,100
10,1,0,2,6,1,0,1,1,1,61
7,0,0,1,1,0,0,0,1,1,26
3,2,1,4,5,1,1,1,1,1,65
12,4,1,3,0,0,1,1,1,1,73
1,4,0,3,9,0,1,0,1,0,61
16,0,1,4,8,1,1,0,1,0,83
13,2,0,2,9,1,0,1,1,0,78
12,1,2,3,1,0,0,1,1,1,69
5,1,1,3,6,1,1,1,0,1,61
15,4,0,4,10,1,1,0,0,0,93
14,1,2,1,7,0,0,1,1,1,87
3,3,0,5,0,1,0,1,1,0,42
5,4,0,4,0,0,0,1,0,0,42
16,5,0,3,7,1,0,0,1,0,91
12,3,1,4,0,1,0,1,0,1,67
20,5,2,4,1,1,1,0,0,1,100
13,1,1,2,9,1,1,0,0,0,77
9,4,2,1,10,0,0,1,0,0,94
19,5,2,1,5,1,0,1,1,1,100
4,0,2,3,1,1,0,0,0,0,40
18,2,2,5,8,0,1,0,1,1,100
9,4,1,3,9,1,1,1,0,1,93
10,0,2,1,0,1,0,0,1,0,49
14,1,1,1,0,1,1,0,1,1,57
17,2,0,3,6,0,1,0,1,1,77
15,2,2,1,6,1,0,1,1,1,94
15,4,2,2,3,1,1,1,1,1,99
4,2,1,0,5,1,0,1,0,1,53
17,3,2,4,7,1,0,1,0,1,100
20,3,0,4,0,1,0,0,0,1,69
13,1,1,5,3,1,1,1,0,0,69
12,0,0,3,10,1,1,0,0,1,68
10,0,0,4,9,1,1,1,0,1,67
19,4,0,3,0,0,1,0,1,0,70
17,0,0,4,9,0,1,0,1,0,75
8,5,2,2,3,1,0,0,1,1,84
1,5,0,2,0,1,1,1,1,0,44
6,0,0,1,10,0,1,0,1,1,53
14,3,1,5,8,1,0,1,0,1,97
15,5,0,4,2,1,0,0,0,0,72
10,4,2,0,7,0,0,0,0,1,84
13,3,0,1,4,1,0,1,0,1,65
19,4,0,0,6,0,0,0,1,0,80
19,5,2,1,9,0,1,0,0,0,100
15,1,2,5,3,0,0,0,0,1,77
7,0,2,3,7,0,1,1,0,0,67
12,3,0,0,3,0,1,1,0,1,57
10,0,2,3,1,0,1,1,0,0,55
17,0,2,3,8,0,1,1,1,0,94
3,5,2,2,3,0,0,0,0,0,64
10,2,2,5,6,1,1,1,1,1,94
18,2,2,0,1,1,1,1,0,1,81
2,3,1,3,5,0,0,0,0,0,50
14,2,2,1,4,1,1,1,1,0,85
20,0,1,2,5,0,0,1,1,0,77
6,3,2,0,0,0,0,0,1,1,54
5,3,1,1,5,1,1,0,1,1,64
10,5,1,0,3,0,1,0,0,0,66
7,1,1,1,5,0,1,0,1,1,55
12,5,1,1,4,1,1,0,0,1,81
10,2,2,4,0,0,0,1,1,1,69
10,0,1,2,4,1,1,0,0,0,51
19,4,1,3,7,0,0,0,1,0,99
5,5,2,3,8,1,0,1,1,1,99
13,2,1,0,3,1,0,0,0,0,58
2,0,0,3,1,1,1,0,0,1,21
15,2,2,2,2,1,1,1,1,0,83
20,4,0,0,4,0,1,0,1,1,81
1,0,1,4,2,0,1,0,1,0,32
7,4,1,1,3,1,0,1,0,0,62
13,4,1,5,8,0,1,1,0,1,99
18,0,2,0,10,1,0,0,0,1,92
6,5,1,5,3,0,0,1,0,0,70
8,4,0,3,0,1,1,0,0,0,47
18,5,1,4,4,1,0,0,1,1,100
15,1,2,3,1,0,0,1,1,1,75
3,1,1,5,8,1,0,0,0,1,61
7,4,0,2,9,0,0,1,1,0,73
10,4,2,5,4,0,1,1,0,0,88
16,2,0,4,5,0,1,0,0,1,70
3,4,2,0,5,1,0,0,0,0,64
7,5,1,1,10,1,0,0,1,0,88
1,2,2,3,6,0,0,0,1,1,63
3,2,1,1,9,0,0,1,1,1,66
6,4,2,1,1,1,1,1,0,0,66
15,5,0,2,9,0,1,1,0,0,92
13,1,1,3,9,1,0,1,0,0,81
16,0,0,2,3,0,0,0,1,1,52
11,4,1,5,10,1,1,1,1,0,100
6,5,0,2,7,1,0,0,0,1,68
6,4,2,5,4,1,1,1,1,1,90
14,1,0,4,8,0,1,1,1,0,75
16,3,0,5,4,1,0,0,0,1,75
16,5,1,5,4,0,0,0,0,0,89
13,1,0,2,0,0,1,1,1,0,45
5,1,2,1,3,0,0,1,1,1,57
9,4,2,0,6,1,1,1,0,1,88
3,5,0,1,5,0,1,1,1,1,61
2,3,1,4,3,0,1,1,1,0,56
1,0,2,0,4,1,0,1,0,0,41
3,5,2,2,7,1,1,1,0,1,88
13,0,2,1,2,1,1,1,1,1,70
16,2,0,2,5,0,1,0,0,1,66
11,0,2,1,2,1,0,0,0,0,53
10,2,1,1,6,0,1,1,0,0,66
7,2,2,0,9,0,0,1,0,1,78
9,3,1,4,3,1,1,0,0,1,68
3,5,1,3,8,0,0,1,1,0,79
1,4,2,5,7,0,0,1,0,0,77
4,3,0,1,1,1,0,1,1,1,42
4,3,2,4,5,1,0,0,1,1,76
19,0,2,5,0,0,1,1,1,1,81
14,2,0,2,9,0,1,0,0,1,74
2,2,0,2,10,0,1,1,1,1,61
7,5,2,3,2,0,0,1,1,1,82
10,2,0,4,9,0,0,0,1,1,72
18,0,1,0,1,1,0,0,1,1,59
10,4,2,4,3,1,1,0,0,1,85
7,2,1,2,2,1,1,1,1,1,60
13,1,1,1,3,1,1,0,0,1,60
13,3,2,5,0,1,1,0,1,1,83
2,3,0,5,4,0,0,0,1,1,48
1,5,2,5,1,1,0,0,1,0,67
9,1,1,5,2,1,1,0,0,0,54
7,3,2,0,1,0,1,0,1,1,61
12,1,1,4,4,1,1,1,1,1,75
11,0,1,4,6,0,1,1,0,0,64
13,2,1,0,7,0,1,0,1,1,76
17,1,0,3,1,0,0,1,1,1,59
4,3,1,3,5,0,0,1,1,0,62
8,1,0,0,2,1,1,0,0,0,32
11,2,2,2,7,1,1,0,1,0,86
18,1,0,3,8,0,0,0,0,0,71
15,1,0,1,4,0,0,1,0,1,56
15,4,0,2,6,0,0,1,1,0,80
16,4,2,0,9,1,0,0,1,1,100
17,5,1,1,5,1,1,1,0,0,95
8,3,1,0,6,1,0,1,1,1,73
6,1,2,3,2,1,1,0,0,1,57
7,1,0,4,4,0,1,0,0,0,41
9,3,1,0,1,0,1,1,0,1,55
3,1,2,5,6,1,1,0,0,0,64
18,0,0,2,10,0,1,1,0,0,76
18,3,0,0,1,0,0,1,1,1,65
3,5,2,1,2,1,1,0,1,0,68
10,0,2,1,0,1,1,1,0,1,54
2,5,2,2,7,1,0,0,1,1,84
16,0,0,2,5,1,1,0,1,0,60
1,4,2,1,10,1,0,1,1,1,88
13,0,2,2,7,1,1,0,1,0,80
12,1,1,5,6,1,0,0,0,0,70
5,2,2,0,1,1,0,0,0,1,49
14,4,2,3,10,0,0,1,1,0,100
3,1,2,4,4,1,0,1,0,0,58
20,4,1,3,1,0,1,0,1,1,88
6,0,0,2,0,0,0,0,0,0,16
12,0,0,2,2,1,1,0,1,1,46
7,4,0,5,2,1,0,1,0,0,57
8,5,0,1,3,1,1,1,1,1,68
13,4,1,0,7,1,0,1,0,1,87
18,1,0,3,10,1,1,0,1,0,86
5,5,0,1,7,1,0,1,0,1,68
5,3,2,2,9,1,0,0,0,1,82
15,0,0,0,4,0,0,0,0,0,42
14,4,1,2,4,0,1,0,1,0,80
14,0,2,1,8,0,1,0,1,0,80
19,2,1,2,7,0,1,1,0,1,92
10,1,0,2,10,1,1,0,0,1,67
17,2,1,5,2,0,0,1,0,1,77
16,0,0,5,7,0,1,0,1,0,69
6,2,1,0,6,0,0,1,0,1,57
15,4,1,0,9,1,0,1,0,1,97
10,0,1,3,9,1,1,0,0,1,71
20,1,1,1,4,1,0,1,0,1,79
8,3,1,1,5,0,1,0,1,0,64
11,2,2,0,6,1,1,0,0,1,78
15,2,0,4,1,0,1,1,1,1,64
15,3,1,1,5,0,0,1,0,0,76
2,2,0,2,4,1,0,1,1,1,44
10,2,0,2,10,0,1,1,0,0,70
7,5,2,0,4,1,0,0,0,1,77
20,3,1,4,4,1,1,1,1,0,98
19,2,0,4,9,1,0,1,0,0,90
17,2,2,1,5,1,1,0,1,1,93
12,4,1,1,6,0,0,1,0,1,81
14,3,1,0,5,0,1,1,0,1,77
5,5,1,2,5,1,1,0,1,1,76
12,0,2,3,7,1,0,0,0,1,77
11,5,1,2,3,0,1,1,0,1,79
14,1,1,5,4,1,1,0,1,0,74
1,0,1,5,7,0,0,0,1,0,47
5,1,2,3,6,1,0,1,0,1,69
18,5,1,1,8,0,1,1,0,0,100
12,1,1,3,2,1,1,0,1,0,60
7,4,2,5,1,1,0,1,0,1,77
19,1,0,4,9,0,1,1,1,0,88
19,2,1,3,2,0,0,1,0,0,74
15,5,0,1,2,1,1,0,0,0,68
18,2,1,3,5,1,0,0,1,1,87
2,0,2,1,0,1,1,1,0,1,38
5,5,0,5,7,0,0,1,0,0,70
11,3,0,5,7,1,0,0,1,1,78
10,1,0,2,1,0,0,0,1,1,39
18,0,2,3,6,1,1,1,1,1,96
11,2,2,0,5,1,1,0,0,1,75
8,1,2,3,0,0,0,1,1,1,58
16,4,0,0,0,0,0,0,1,0,56
5,1,1,2,8,0,0,1,0,0,57
14,1,0,0,8,0,0,1,1,0,65
17,0,0,2,5,1,0,0,1,1,63
7,0,1,3,7,0,0,1,0,1,58
11,3,2,5,10,1,0,1,0,1,100
7,3,2,2,6,0,1,1,1,1,84
8,0,0,1,6,0,1,0,1,1,45
17,1,0,4,1,1,1,0,0,0,55
8,0,1,3,4,0,0,1,1,1,55
14,2,0,4,6,0,0,0,0,1,67
11,5,0,4,10,0,0,0,0,0,85
7,5,2,5,6,0,0,1,1,1,98
8,0,2,0,0,1,1,1,1,1,52
16,3,1,4,0,1,0,1,0,1,75
20,0,2,5,5,0,0,0,1,1,92
12,3,2,0,8,0,1,1,1,1,96
7,1,2,5,9,1,0,1,0,1,86
6,5,0,5,4,1,1,1,0,1,71
20,5,2,2,9,1,0,1,0,1,100
6,2,0,0,9,0,0,1,1,1,60
8,2,2,5,6,0,1,1,0,1,83
8,0,2,2,5,1,1,1,0,1,67
17,5,1,5,7,0,1,0,0,0,100
6,3,1,0,0,0,1,0,1,1,46
18,4,2,2,10,0,1,0,0,1,100
10,2,1,5,10,0,1,0,1,1,89
5,0,1,3,4,1,0,0,1,0,45
19,2,2,5,7,1,1,1,1,0,100
7,0,0,3,9,0,1,0,0,0,49
4,4,0,3,7,0,0,0,0,1,58
17,4,1,0,6,1,1,0,0,1,90
3,3,0,4,6,0,1,0,0,1,52
16,0,1,2,1,0,0,0,0,1,52
7,3,2,4,1,0,1,0,0,0,62
17,4,2,5,7,0,0,1,0,1,100
11,5,0,1,6,0,0,0,1,0,71
11,1,2,3,9,1,0,0,0,0,83
7,0,0,0,0,0,1,1,1,1,27
11,0,0,4,4,1,0,1,0,1,52
9,5,2,2,0,0,1,0,1,0,73
17,5,0,0,1,0,1,0,1,1,71
6,3,0,4,5,0,0,0,1,0,54
7,3,0,5,7,1,0,0,1,1,70
14,3,0,3,7,1,0,0,0,0,73
2,5,1,1,5,1,0,0,0,0,59
5,1,0,2,8,1,1,1,0,0,52
19,0,1,2,10,0,1,0,0,0,84
20,2,0,0,1,1,1,0,1,1,65
4,3,2,2,9,0,0,0,1,0,78
6,1,1,0,7,0,0,0,1,1,55
19,5,0,5,5,0,1,0,1,1,97
4,1,1,2,9,1,0,0,0,1,60
20,0,0,1,8,1,1,1,0,1,78
9,1,1,5,2,0,0,1,0,1,56
11,4,1,5,8,1,1,0,0,1,94
18,3,0,1,7,1,1,0,1,0,83
6,5,1,4,10,0,1,1,0,0,91
2,4,0,4,7,1,0,1,1,1,67
18,0,1,5,0,1,1,1,0,0,65
13,4,1,1,1,1,1,1,0,0,70
11,2,2,2,4,0,1,1,0,1,77
11,2,1,2,9,1,1,0,1,1,85
10,1,2,0,7,0,1,1,1,0,76
7,3,2,0,5,1,1,0,0,0,69
20,4,2,3,7,0,1,0,0,1,100
18,3,1,2,6,0,1,0,1,1,92
15,4,0,2,4,0,0,1,0,0,70
17,1,1,5,7,0,0,0,1,1,87
15,3,1,2,8,1,1,1,1,0,96
4,4,0,4,1,0,0,1,1,1,50
1,1,2,0,2,0,0,0,1,0,37
10,4,0,3,2,0,0,0,1,1,59
9,3,0,2,8,1,0,1,0,0,68
17,0,2,3,5,0,0,1,0,1,82
14,3,0,1,3,1,0,1,1,1,68
16,5,2,5,9,0,0,0,1,1,100
10,1,0,4,0,0,1,1,0,1,42
10,0,1,3,0,1,0,0,1,1,46
20,0,0,0,4,1,0,0,1,0,59
16,4,2,0,0,1,0,1,0,1,82
10,2,0,2,0,0,0,1,1,0,42
13,2,1,4,5,1,0,0,0,1,75
16,0,1,4,0,1,1,1,1,0,63
3,0,1,3,9,1,0,1,1,1,63
6,1,1,5,1,1,1,1,1,0,53
8,1,0,4,7,1,1,0,1,0,59
15,5,2,2,4,0,1,1,0,1,100
18,1,1,1,8,1,0,0,1,0,84
4,4,0,5,3,1,0,1,0,0,54
19,4,2,0,5,0,0,0,1,1,100
8,2,2,1,7,1,0,0,0,1,75
10,0,2,4,8,1,1,1,0,1,84
13,2,0,4,4,1,1,1,1,0,69
9,1,1,5,7,1,1,0,0,0,69
9,1,2,3,2,1,1,0,0,1,63
6,3,0,0,2,1,0,0,0,0,36
18,3,2,5,1,0,1,0,1,1,93
10,1,1,5,8,0,0,0,1,1,76
8,2,2,3,5,0,1,0,1,0,73
9,5,1,4,4,1,0,1,0,0,80
15,5,2,3,7,1,0,1,1,1,100
15,5,2,4,3,1,1,1,0,0,100
9,3,0,4,9,1,1,0,0,1,76
19,2,0,4,9,1,0,1,1,1,97
13,1,0,0,3,0,1,0,0,1,45
13,5,2,1,0,1,0,1,1,0,84
12,3,1,2,4,0,0,1,0,0,69
19,5,0,5,10,1,0,1,0,1,100
14,5,0,4,6,0,1,1,1,1,92
6,5,0,5,10,0,0,1,0,1,84
19,1,1,3,0,1,0,1,0,1,69
5,4,0,5,3,0,0,0,1,0,53
6,5,1,3,1,0,0,1,0,1,63
17,0,2,0,10,0,0,0,0,0,84
15,2,2,4,6,1,1,1,0,0,95
9,1,0,1,1,0,0,0,0,1,31
9,4,2,2,3,0,1,1,0,1,80
19,0,0,4,10,1,1,1,0,1,88
4,2,0,1,3,1,1,0,0,1,37
11,3,1,1,4,0,1,0,1,0,67
11,0,1,1,8,0,1,1,0,1,67
1,0,0,2,7,0,0,0,0,0,27
9,5,1,1,0,1,1,1,0,1,67
16,1,2,3,7,0,0,0,0,1,87
2,1,2,1,2,0,0,1,1,0,45
4,5,2,4,9,0,0,1,1,0,96
1,0,1,0,6,0,1,1,1,0,40
13,3,1,3,2,1,0,1,0,0,70
15,1,0,2,8,1,1,1,0,0,72
12,1,2,4,1,0,1,0,0,1,65
8,3,0,5,6,1,1,1,0,0,68
7,1,0,1,9,1,0,0,1,1,58
5,2,1,2,4,1,0,1,1,1,60
15,0,2,1,6,0,0,0,1,1,77
19,1,1,5,0,1,1,0,0,1,71
18,2,1,1,9,1,1,1,0,0,94
10,2,0,4,8,0,0,0,0,1,65
3,2,0,4,3,1,1,0,0,0,38
6,5,0,4,0,1,1,0,0,1,53
2,5,2,2,5,1,0,0,1,1,78
6,1,1,3,6,0,0,1,0,0,55
6,5,1,4,10,1,0,0,0,0,88
19,1,0,3,7,1,1,1,1,0,83
17,3,0,4,10,0,1,1,0,0,93
3,1,0,0,0,1,1,1,0,0,20
18,5,0,4,6,0,0,1,0,0,91
19,5,1,2,7,0,1,0,1,1,100
14,0,0,2,4,0,0,0,0,0,44
20,1,2,1,8,0,1,0,1,1,100
6,0,2,2,4,0,0,1,0,0,52
15,0,2,5,10,1,0,1,1,1,100
9,1,0,5,7,1,0,1,0,0,61
7,3,1,0,10,0,1,1,0,0,75
14,1,0,1,7,1,1,1,0,1,68
18,2,0,5,10,0,0,0,1,0,90
4,4,0,0,10,1,1,1,0,1,70
17,3,2,1,4,0,0,0,0,1,86
1,5,1,4,5,1,0,1,0,0,67
18,3,1,1,4,1,1,1,1,1,91
7,1,1,1,0,1,0,1,0,0,38
1,0,1,0,9,0,0,1,0,0,43
9,5,0,0,7,0,0,1,0,1,71
5,5,0,0,8,0,1,1,1,0,69
17,2,2,4,1,1,0,1,0,1,85
14,3,0,0,0,1,1,1,1,0,56
11,0,1,3,0,1,0,1,1,0,49
1,2,2,3,5,1,0,1,1,1,67
2,0,0,5,0,1,0,1,0,0,21
19,2,1,1,9,0,0,1,1,0,95
9,2,0,2,4,0,1,0,1,1,53
7,3,2,3,6,0,0,0,1,1,80
4,5,1,0,10,1,0,0,1,1,83
11,2,2,4,0,0,1,1,1,0,70
4,2,1,0,9,1,0,1,0,1,65
1,3,2,4,1,0,1,1,0,0,54
9,4,2,4,10,1,1,1,1,0,100
10,4,0,0,6,1,0,1,1,0,69
19,0,2,4,5,1,1,1,0,0,90
2,1,1,2,0,1,1,0,0,1,31
7,4,1,5,4,0,1,0,0,0,68
6,2,0,0,1,0,0,1,0,1,32
5,2,2,3,2,1,1,0,0,0,57
7,1,2,4,0,0,0,0,1,1,54
11,3,2,4,0,1,1,1,1,1,81
15,4,1,3,4,1,0,0,1,0,85
17,3,2,1,9,1,0,1,0,0,100
12,0,2,2,4,0,0,0,0,1,63
4,0,1,1,10,0,1,1,0,0,56
9,3,0,4,10,0,0,1,0,1,78
3,5,2,0,6,1,0,0,1,0,76
19,5,0,5,0,0,0,1,1,1,84
1,4,1,0,6,0,1,0,0,0,52
5,5,2,0,0,0,1,1,1,1,68
9,4,2,2,1,1,1,0,1,0,74
13,4,0,1,0,1,0,1,0,0,55
7,5,0,4,6,1,1,1,1,1,81
7,0,0,0,7,0,1,1,1,0,45
1,0,0,5,1,1,1,0,1,0,24
1,0,0,4,6,1,0,1,0,1,38
20,1,0,1,8,0,1,0,1,0,77
10,2,1,5,2,1,0,1,1,0,67
13,1,2,4,2,0,0,1,0,0,69
7,3,1,4,8,0,0,0,1,0,75
14,3,1,0,9,0,1,0,1,0,86
6,3,1,3,2,0,0,1,1,1,60
4,0,2,4,8,0,0,0,1,1,67
14,2,0,0,6,0,1,0,1,1,65
6,3,1,1,2,1,1,1,1,0,58
10,5,2,3,10,1,0,1,0,1,100
19,4,1,0,8,0,0,0,1,0,96
13,1,0,2,0,0,1,1,0,0,41
